Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"73405","CVE-2014-0098","5.0","Medium","192.168.11.131","tcp","8585","Apache 2.2.x < 2.2.27 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is a version prior to 2.2.27. It is, therefore,
potentially affected by the following vulnerabilities :

  - A flaw exists with the 'mod_dav' module that is caused
    when tracking the length of CDATA that has leading white
    space. A remote attacker with a specially crafted DAV
    WRITE request can cause the service to stop responding.
    (CVE-2013-6438)

  - A flaw exists in 'mod_log_config' module that is caused
    when logging a cookie that has an unassigned value. A
    remote attacker with a specially crafted request can
    cause the service to crash. (CVE-2014-0098)

Note that Nessus did not actually test for these issues, but instead
has relied on the version in the server's banner.","Upgrade to Apache version 2.2.27 or later. Alternatively, ensure that
the affected modules are not in use.","https://archive.apache.org/dist/httpd/CHANGES_2.2.27
http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2
  Installed version : 2.2.21
  Fixed version     : 2.2.27
"
"77285","CVE-2013-6712","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-0207","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-0237","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-0238","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-3478","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-3479","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-3480","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-3487","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-3515","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-3981","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-4049","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77285","CVE-2014-4721","7.5","High","192.168.11.131","tcp","8585","PHP 5.3.x < 5.3.29 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is 5.3.x prior to 5.3.29. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer overflow error exists in the file
    'ext/date/lib/parse_iso_intervals.c' related to handling
    DateInterval objects that allows denial of service
    attacks. (CVE-2013-6712)

  - A boundary checking error exists related to the Fileinfo
    extension, Composite Document Format (CDF) handling, and
    the function 'cdf_read_short_sector'. (CVE-2014-0207)

  - A flaw exists with the 'cdf_unpack_summary_info()'
    function within 'src/cdf.c' where multiple file_printf
    calls occur when handling specially crafted CDF files.
    This could allow a context dependent attacker to crash
    the web application using PHP. (CVE-2014-0237)

  - A flaw exists with the 'cdf_read_property_info()'
    function within 'src/cdf.c' where an infinite loop
    occurs when handling specially crafted CDF files. This
    could allow a context dependent attacker to crash the
    web application using PHP. (CVE-2014-0238)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - An out-of-bounds read exists in printf. (Bug #67249)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.

Additionally, note that version 5.3.29 marks the end of support for
the PHP 5.3.x branch.","Upgrade to PHP version 5.3.29 or later.","http://php.net/archive/2014.php#id2014-08-14-1
http://www.php.net/ChangeLog-5.php#5.3.29","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2, X-Powered-By: PHP/5.3.10
  Installed version : 5.3.10
  Fixed version     : 5.3.29
"
"77531","CVE-2013-5704","6.8","High","192.168.11.131","tcp","8585","Apache 2.2.x < 2.2.28 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.28. It is, therefore, affected by the
following vulnerabilities :

  - A flaw exists within the 'mod_headers' module which
    allows a remote attacker to inject arbitrary headers.
    This is done by placing a header in the trailer portion
    of data being sent using chunked transfer encoding.
    (CVE-2013-5704)

  - A flaw exists within the 'mod_deflate' module when
    handling highly compressed bodies. Using a specially
    crafted request, a remote attacker can exploit this to
    cause a denial of service by exhausting memory and CPU
    resources. (CVE-2014-0118)

  - The 'mod_status' module contains a race condition that
    can be triggered when handling the scoreboard. A remote
    attacker can exploit this to cause a denial of service,
    execute arbitrary code, or obtain sensitive credential
    information. (CVE-2014-0226)

  - The 'mod_cgid' module lacks a time out mechanism. Using
    a specially crafted request, a remote attacker can use
    this flaw to cause a denial of service by causing child
    processes to linger indefinitely, eventually filling up
    the scoreboard. (CVE-2014-0231)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.29 or later.

Note that version 2.2.28 was never officially released.","https://www.zerodayinitiative.com/advisories/ZDI-14-236/
https://archive.apache.org/dist/httpd/CHANGES_2.2.29
http://httpd.apache.org/security/vulnerabilities_22.html
http://swende.se/blog/HTTPChunked.html","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2
  Installed version : 2.2.21
  Fixed version     : 2.2.29
"
"77531","CVE-2014-0118","6.8","High","192.168.11.131","tcp","8585","Apache 2.2.x < 2.2.28 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.28. It is, therefore, affected by the
following vulnerabilities :

  - A flaw exists within the 'mod_headers' module which
    allows a remote attacker to inject arbitrary headers.
    This is done by placing a header in the trailer portion
    of data being sent using chunked transfer encoding.
    (CVE-2013-5704)

  - A flaw exists within the 'mod_deflate' module when
    handling highly compressed bodies. Using a specially
    crafted request, a remote attacker can exploit this to
    cause a denial of service by exhausting memory and CPU
    resources. (CVE-2014-0118)

  - The 'mod_status' module contains a race condition that
    can be triggered when handling the scoreboard. A remote
    attacker can exploit this to cause a denial of service,
    execute arbitrary code, or obtain sensitive credential
    information. (CVE-2014-0226)

  - The 'mod_cgid' module lacks a time out mechanism. Using
    a specially crafted request, a remote attacker can use
    this flaw to cause a denial of service by causing child
    processes to linger indefinitely, eventually filling up
    the scoreboard. (CVE-2014-0231)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.29 or later.

Note that version 2.2.28 was never officially released.","https://www.zerodayinitiative.com/advisories/ZDI-14-236/
https://archive.apache.org/dist/httpd/CHANGES_2.2.29
http://httpd.apache.org/security/vulnerabilities_22.html
http://swende.se/blog/HTTPChunked.html","
  Version source    : Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2
  Installed version : 2.2.21
  Fixed version     : 2.2.29
"
